id,title,price,location,rooms,square_meters,listing_date,url,scraped_at
EJ-4f3c062424,"Genç Bina Da 3+1 Bakımlı, Yapılı Karanlık Odası Yok Kiralık",37.000 ₺,"İzmir, Konak",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/genc-bina-da-31-bakimli-yapili-karanlik-odasi-yok-kiralik-19519275,2026-06-25 23:47:21
EJ-a350f8355c,Furkan Emlak'tan Saitbey Mah.2+1 2.kat 110m2 Masrafsız Kiralık Daire,13.500 ₺,"Samsun, İlkadım",2+1,115 m²,24.06.2026,https://www.emlakjet.com/ilan/furkan-emlak-tan-saitbey-mah-21-2-kat-110m2-masrafsiz-kiralik-daire-19519247,2026-06-25 23:47:21
EJ-315de1acd1,Buca Yenigün Mahallesinde Doğalgazlı Eşyalı 3+1 Kiralık Daire,28.000 ₺,"İzmir, Buca",3+1,135 m²,24.06.2026,https://www.emlakjet.com/ilan/buca-yenigun-mahallesinde-dogalgazli-esyali-31-kiralik-daire-19519244,2026-06-25 23:47:21
EJ-df30e8baba,Oasıs Sitesinde Kiralık 2+1 Daire,40.000 ₺,"Antalya, Manavgat",2+1,90 m²,24.06.2026,https://www.emlakjet.com/ilan/oasis-sitesinde-kiralik-21-daire-19519239,2026-06-25 23:47:21
EJ-1b7bf71de6,Gata & Şehir Has. Yakını 3+1 Ful Yapılı Park Manzaralı Üst Kat,27.000 ₺,"Ankara, Keçiören",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/gata-sehir-has-yakini-31-ful-yapili-park-manzarali-ust-kat-19519236,2026-06-25 23:47:21
EJ-1b3b44e501,Mordoğan Emlaktan Mıgros Jet Karşısı Eşyalı 1+1 Kiralık,30.000 ₺,"İzmir, Karaburun",1+1,50 m²,24.06.2026,https://www.emlakjet.com/ilan/mordogan-emlaktan-migros-jet-karsisi-esyali-11-kiralik-19519205,2026-06-25 23:47:21
EJ-1db767ca36,Alanya Saray Mah 2+1 Eşyalı Daire,31.000 ₺,"Antalya, Alanya",2+1,95 m²,24.06.2026,https://www.emlakjet.com/ilan/alanya-saray-mah-21-esyali-daire-19519203,2026-06-25 23:47:21
EJ-19e224050a,"Kiralık: Yüksek Giriş Kat,m9 Metrosuna Yürüme Mesafesinde, Geniş Ve Merkezi 2+1 Fırsat Daire!",26.500 ₺,"İstanbul, Bağcılar",2+1,100 m²,24.06.2026,https://www.emlakjet.com/ilan/kiralik-yuksek-giris-kat-m9-metrosuna-yurume-mesafesinde-genis-ve-merkezi-21-firsat-daire-19519196,2026-06-25 23:47:21
EJ-1f7d0f118e,Hatay Arapsan Da İnönü Caddesi Bir Üstü 2+1 Tadilat Olacak Daire,30.000 ₺,"İzmir, Karabağlar",2+1,75 m²,24.06.2026,https://www.emlakjet.com/ilan/hatay-arapsan-da-inonu-caddesi-bir-ustu-21-tadilat-olacak-daire-19519189,2026-06-25 23:47:21
EJ-838e219cc3,Aydın Merkez Meşrutiyet Mah 1+1 Asansörlü Kiralık Ara Kat Daire,15.000 ₺,"Aydın, Efeler",1+1,55 m²,24.06.2026,https://www.emlakjet.com/ilan/aydin-merkez-mesrutiyet-mah-11-asansorlu-kiralik-ara-kat-daire-19519187,2026-06-25 23:47:21
EJ-2a8d9c1e7c,Binkonutta Erenkaya Tranvay Durağının Yanında 3+1 Kiralık Daire,16.500 ₺,"Konya, Selçuklu",3+1,125 m²,24.06.2026,https://www.emlakjet.com/ilan/binkonutta-erenkaya-tranvay-duraginin-yaninda-31-kiralik-daire-19519172,2026-06-25 23:47:21
EJ-439c9e6893,Esenyurt Mehterçeşme Mahallesi 2+1 Kiralık Düz Giriş Daire Köşebaşı Metrobüse Yakın Full Dekorlu,19.000 ₺,"İstanbul, Esenyurt",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/esenyurt-mehtercesme-mahallesi-21-kiralik-duz-giris-daire-kosebasi-metrobuse-yakin-full-dekorlu-19519169,2026-06-25 23:47:21
EJ-2bef071909,Incom Lıne Gayrimenkul Kiralıyor 4+1aile Dairesi 75go Ptrol Yanı,35.000 ₺,"Diyarbakır, Kayapınar",4+1,220 m²,24.06.2026,https://www.emlakjet.com/ilan/incom-line-gayrimenkul-kiraliyor-41aile-dairesi-75go-ptrol-yani-19519163,2026-06-25 23:47:21
EJ-43199ec3a5,Bahçelievler Kocasinan Merkez'de Geniş Balkonlu 3+1 Daire,40.000 ₺,"İstanbul, Bahçelievler",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/bahcelievler-kocasinan-merkez-de-genis-balkonlu-31-daire-19519162,2026-06-25 23:47:21
EJ-dec1678045,Aydın Efeler Cumhuriyet Mah De Kiralık 3+1 Daire,25.000 ₺,"Aydın, Efeler",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/aydin-efeler-cumhuriyet-mah-de-kiralik-31-daire-19519161,2026-06-25 23:47:21
EJ-e235c44f99,"Avrupa Emlak Tan Nine Hatun Mah 118m² 3+1 5.kat,kombili,sabit Geliliye Kiralık Daire",28.000 ₺,"İstanbul, Esenler",3+1,118 m²,24.06.2026,https://www.emlakjet.com/ilan/avrupa-emlak-tan-nine-hatun-mah-118m-31-5-kat-kombili-sabit-geliliye-kiralik-daire-19519127,2026-06-25 23:47:21
EJ-6891bd9ebe,Emre Emlak'tan Topçu'da Asansörlü Yapılı Masrafsız 2+1 Kiralık Daire,21.000 ₺,"Ankara, Etimesgut",2+1,95 m²,24.06.2026,https://www.emlakjet.com/ilan/emre-emlak-tan-topcu-da-asansorlu-yapili-masrafsiz-21-kiralik-daire-19519091,2026-06-25 23:47:21
EJ-837fbe86b2,A K Mutludan Şafakta 1+1 Çatı Katı Eşyalı Asansörlü Daire,20.000 ₺,"Antalya, Kepez",1+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/a-k-mutludan-safakta-11-cati-kati-esyali-asansorlu-daire-19519083,2026-06-25 23:47:21
EJ-0d115b39d7,Seyrek Ara Kat Kiralık Havuz Cephe Daire,17.500 ₺,"İzmir, Menemen",1+1,50 m²,24.06.2026,https://www.emlakjet.com/ilan/seyrek-ara-kat-kiralik-havuz-cephe-daire-19519081,2026-06-25 23:47:21
EJ-4e30d45ed0,A K Mutludan Şafak Diş Hastanesi Karşısı Asansörlü Eşyalı 1+1,20.000 ₺,"Antalya, Kepez",1+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/a-k-mutludan-safak-dis-hastanesi-karsisi-asansorlu-esyali-11-19519080,2026-06-25 23:47:21
EJ-1829eebbb1,Cumhuriyet Mahallesi 2. Kat Doğalgazlı 3+1 Daire,15.000 ₺,"Aydın, Nazilli",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/cumhuriyet-mahallesi-2-kat-dogalgazli-31-daire-19519079,2026-06-25 23:47:21
EJ-7587217af1,Yuvaakran'dan Site İçi Lüx 3+1 Fırsat Kiralık Daire,21.000 ₺,"Tekirdağ, Çerkezköy",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/yuvaakran-dan-site-ici-lux-31-firsat-kiralik-daire-19519076,2026-06-25 23:47:21
EJ-ec142f8ee6,Şehir Hastanesine Yakın Kiralık Daire!!!,17.000 ₺,"Diyarbakır, Kayapınar",2+0,70 m²,24.06.2026,https://www.emlakjet.com/ilan/sehir-hastanesine-yakin-kiralik-daire-19519058,2026-06-25 23:47:21
EJ-3c0de662f5,Körfez Mimarsinan Mah. Kiralık Çatı Dublex 3+1 Odalı,27.000 ₺,"Kocaeli, Körfez",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/korfez-mimarsinan-mah-kiralik-cati-dublex-31-odali-19519056,2026-06-25 23:47:21
EJ-b797154cbb,Truva/nazım Demirci'den Tramvaya Cephe Eşyalı Kiralık 1+1 Daire,18.500 ₺,"Samsun, Atakum",1+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/truva-nazim-demirci-den-tramvaya-cephe-esyali-kiralik-11-daire-19519053,2026-06-25 23:47:21
EJ-ebef79b68c,"Yuvaköy Natura Batıkent Sitesinde Ultra Lüx Yapılı 4,5+1 Kiralık",80.000 ₺,"Ankara, Yenimahalle",4.5+1,210 m²,24.06.2026,https://www.emlakjet.com/ilan/yuvakoy-natura-batikent-sitesinde-ultra-lux-yapili-4-51-kiralik-19519042,2026-06-25 23:47:21
EJ-2384deb033,Sahibinden 2+0 Full Eşyalı Kiralık Daire- Sessiz Aile Apartmanı,23.000 ₺,"Tekirdağ, Çorlu",2+0,60 m²,24.06.2026,https://www.emlakjet.com/ilan/sahibinden-20-full-esyali-kiralik-daire-sessiz-aile-apartmani-19519039,2026-06-25 23:47:21
EJ-c3f01c2384,Akanya Mahmutlar Azura Park Sitesi Kiralık 2+1 Daire,50.000 ₺,"Antalya, Alanya",2+1,130 m²,24.06.2026,https://www.emlakjet.com/ilan/akanya-mahmutlar-azura-park-sitesi-kiralik-21-daire-19519028,2026-06-25 23:47:21
EJ-ab7f09c1a5,Atatürk Mahallesinde Merkezi Konumda 2+1 Kiralık Daire | 98 M²,17.000 ₺,"İzmir, Bornova",2+1,105 m²,24.06.2026,https://www.emlakjet.com/ilan/ataturk-mahallesinde-merkezi-konumda-21-kiralik-daire-98-m-19519025,2026-06-25 23:47:21
EJ-34f992a2fa,Pars Prime I Okul Ve Marketlere Yakın Merkezi Konum Kiralık 2+1!,19.000 ₺,"Ordu, Altınordu",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/pars-prime-i-okul-ve-marketlere-yakin-merkezi-konum-kiralik-21-19519004,2026-06-25 23:47:21
EJ-e0df567f75,2+1 Demircioğlu Yakını 110 M2 Bakımlı Çift Balkonlu,28.000 ₺,"Çanakkale, Merkez",2+1,110 m²,24.06.2026,https://www.emlakjet.com/ilan/21-demircioglu-yakini-110-m2-bakimli-cift-balkonlu-19519000,2026-06-25 23:47:23
EJ-602bb581ad,Nazilli Pınarbaşı Mahallesi Kiralık 2+1 Geniş Balkonlu Daire,25.000 ₺,"Aydın, Nazilli",2+1,128 m²,24.06.2026,https://www.emlakjet.com/ilan/nazilli-pinarbasi-mahallesi-kiralik-21-genis-balkonlu-daire-19518991,2026-06-25 23:47:23
EJ-96d1505aa9,Mezitli Kiralık Geniş 3+1 Gibi Jenertr Otaprk D.gaz....,29.000 ₺,"Mersin, Mezitli",2.5+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/mezitli-kiralik-genis-31-gibi-jenertr-otaprk-d-gaz-19518990,2026-06-25 23:47:23
EJ-12ffac42c0,Süleymanşah Mahallesinde Kiralık Cakma 4+1 Daire,21.000 ₺,"Kahramanmaraş, Onikişubat",4+1,145 m²,24.06.2026,https://www.emlakjet.com/ilan/suleymansah-mahallesinde-kiralik-cakma-41-daire-19518987,2026-06-25 23:47:23
EJ-e7082ebeee,Toklu Mahallesi Eşyalı Kiralık Daireler,25.000 ₺,"Trabzon, Ortahisar",2+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/toklu-mahallesi-esyali-kiralik-daireler-19518984,2026-06-25 23:47:23
EJ-e19a37ae76,Araştırma Hast. Yanı Kiralık 2+1 Daire,29.000 ₺,"Diyarbakır, Kayapınar",2+1,90 m²,24.06.2026,https://www.emlakjet.com/ilan/arastirma-hast-yani-kiralik-21-daire-19518982,2026-06-25 23:47:23
EJ-bc0978a13f,Evinibul'dan Metroya En Yakın Binada 80m2 2+1 B.katı,32.500 ₺,"İstanbul, Ataşehir",2+1,80 m²,24.06.2026,https://www.emlakjet.com/ilan/evinibul-dan-metroya-en-yakin-binada-80m2-21-b-kati-19518958,2026-06-25 23:47:23
EJ-2875961b76,Redstone'den Hürriyet Mahallesinde Full Eşyalı Kiralık 2+1 Daire,30.000 ₺,"Tekirdağ, Çorlu",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/redstone-den-hurriyet-mahallesinde-full-esyali-kiralik-21-daire-19518937,2026-06-25 23:47:23
EJ-a5efb6dcec,Garanti Gayrimenkul Hasan Torun'dan Alanlıda Eşyalı Lüx 2+1 Kiralık Daire,27.000 ₺,"Samsun, Atakum",2+1,125 m²,24.06.2026,https://www.emlakjet.com/ilan/garanti-gayrimenkul-hasan-torun-dan-alanlida-esyali-lux-21-kiralik-daire-19518888,2026-06-25 23:47:23
EJ-9bba668c97,Buca Laleli'de Uçanyolyakını A101 Karşısı Sokağı//ön Ve Arka Kış Bahçeli 2+0(2oda Mutfak)kiralkdaire,15.000 ₺,"İzmir, Buca",2+0,70 m²,24.06.2026,https://www.emlakjet.com/ilan/buca-laleli-de-ucanyolyakini-a101-karsisi-sokagi-on-ve-arka-kis-bahceli-20-2oda-mutfak-kiralkdaire-19518873,2026-06-25 23:47:23
EJ-5682bcb9ce,İnönü Mahallesinde Eşyalı Kiralı 3+1 Daire,46.000 ₺,"İstanbul, Ataşehir",3+1,130 m²,24.06.2026,https://www.emlakjet.com/ilan/inonu-mahallesinde-esyali-kirali-31-daire-19518841,2026-06-25 23:47:23
EJ-379c0df6ae,Kağıthane Nurtepe Kiralık Büyük Ara Kat Balkonlu Düz Yerde,40.000 ₺,"İstanbul, Kağıthane",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/kagithane-nurtepe-kiralik-buyuk-ara-kat-balkonlu-duz-yerde-19518842,2026-06-25 23:47:23
EJ-960034024c,3+1 Kullanışlı Balkonlu Geniş Daire,50.000 ₺,"İstanbul, Güngören",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/31-kullanisli-balkonlu-genis-daire-19518838,2026-06-25 23:47:23
EJ-15da2ea624,Adliye Sarayına Komşu Eşyalı Kiralık 2+1 Daire,30.000 ₺,"Samsun, İlkadım",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/adliye-sarayina-komsu-esyali-kiralik-21-daire-19518833,2026-06-25 23:47:23
EJ-9f181c1bd1,Fatih Mahallesi 2+1 Kiralık Geniş Apart Daireler,16.000 ₺,"Isparta, Merkez",2+1,45 m²,24.06.2026,https://www.emlakjet.com/ilan/fatih-mahallesi-21-kiralik-genis-apart-daireler-19518832,2026-06-25 23:47:23
EJ-abc51831de,Yeni Mahale’de / Caddeye Sıfır / Asansörlü 3+1 / Kiralık Daire,15.000 ₺,"Elazığ, Merkez",3+1,130 m²,24.06.2026,https://www.emlakjet.com/ilan/yeni-mahale-de-caddeye-sifir-asansorlu-31-kiralik-daire-19518825,2026-06-25 23:47:23
EJ-edbce85351,Lider Gayrimenkul'den Adalet Mh. 3+1 10 Yıllık Kiralık Daire,16.000 ₺,"Samsun, İlkadım",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/lider-gayrimenkul-den-adalet-mh-31-10-yillik-kiralik-daire-19518818,2026-06-25 23:47:23
EJ-be652ecdc3,Bodrum Ortakent Geniş3+1 Eşyalı Bahçe Ebeveyn Banyo Kiralkdaire,74.500 ₺,"Muğla, Bodrum",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/bodrum-ortakent-genis31-esyali-bahce-ebeveyn-banyo-kiralkdaire-19518810,2026-06-25 23:47:23
EJ-40aafa3477,Kiralık 2+1 Daire Sıfır 110m2,24.000 ₺,"Muğla, Yatağan",2+1,110 m²,24.06.2026,https://www.emlakjet.com/ilan/kiralik-21-daire-sifir-110m2-19518798,2026-06-25 23:47:23
EJ-ead90ea26c,Esenyurt Cumhuriyet Mahallesi’nde Metrobüse Yakın Teraslı 1+1 Kiralık Daire,35.000 ₺,"İstanbul, Esenyurt",1+1,75 m²,24.06.2026,https://www.emlakjet.com/ilan/esenyurt-cumhuriyet-mahallesi-nde-metrobuse-yakin-terasli-11-kiralik-daire-19518792,2026-06-25 23:47:23
EJ-eb3ef4fd38,Feneryolu Bağdat Cad. İşyeri / Konuta Uygun Kiralık 3+2 Dubleks,230.000 ₺,"İstanbul, Kadıköy",3+2,257 m²,24.06.2026,https://www.emlakjet.com/ilan/feneryolu-bagdat-cad-isyeri-konuta-uygun-kiralik-32-dubleks-19518789,2026-06-25 23:47:23
EJ-d216d8e957,Denizli Hacıkaplanlar Cadde Üstü Dairemiz Kiralıktır,16.000 ₺,"Denizli, Pamukkale",3+1,135 m²,24.06.2026,https://www.emlakjet.com/ilan/denizli-hacikaplanlar-cadde-ustu-dairemiz-kiraliktir-19518785,2026-06-25 23:47:23
EJ-1f25781ca1,Kiralık Daire 2+1 Oda Alata Erdemli Mersin,25.000 ₺,"Mersin, Erdemli",2+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/kiralik-daire-21-oda-alata-erdemli-mersin-19518783,2026-06-25 23:47:23
EJ-97cc898703,Kşralık Daire,45.000 ₺,"Aydın, Kuşadası",1+1,60 m²,24.06.2026,https://www.emlakjet.com/ilan/ksralik-daire-19518780,2026-06-25 23:47:23
EJ-3b4ebb42cc,Yaşam Vadisi Yanında Lüks Ferah 2+1,40.000 ₺,"İstanbul, Büyükçekmece",2+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/yasam-vadisi-yaninda-luks-ferah-21-19518763,2026-06-25 23:47:23
EJ-43dc82d810,Hedef'ten Çiftlikköy'de Kombili Havuzlu 3+1 Kiralık Daire,45.000 ₺,"Mersin, Yenişehir",3+1,180 m²,24.06.2026,https://www.emlakjet.com/ilan/hedef-ten-ciftlikkoy-de-kombili-havuzlu-31-kiralik-daire-19518758,2026-06-25 23:47:23
EJ-42c862249b,Bahar'dan Dumlupınar'da 2+1 Eşyalı Kiralık Daire,20.000 ₺,"Bursa, Nilüfer",2+1,55 m²,24.06.2026,https://www.emlakjet.com/ilan/bahar-dan-dumlupinar-da-21-esyali-kiralik-daire-19518744,2026-06-25 23:47:23
EJ-48dc658a51,Bahar'dan Dumlupınar'da Eşyalı 3+1 Kiralık Dubleks Daire,18.500 ₺,"Bursa, Nilüfer",3+1,75 m²,24.06.2026,https://www.emlakjet.com/ilan/bahar-dan-dumlupinar-da-esyali-31-kiralik-dubleks-daire-19518718,2026-06-25 23:47:23
EJ-00e5ccb074,Pendik Marina Life Sitesi'nde 3+1 Güvenlikli Kapalı Otoparklı,40.000 ₺,"İstanbul, Pendik",3+1,120 m²,24.06.2026,https://www.emlakjet.com/ilan/pendik-marina-life-sitesi-nde-31-guvenlikli-kapali-otoparkli-19518710,2026-06-25 23:47:23
EJ-b529ae42aa,E5 Metroya 12 Dakika Yürüme Kombili Ulaşım Rahat Kombili Daire,27.500 ₺,"İstanbul, Kartal",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/e5-metroya-12-dakika-yurume-kombili-ulasim-rahat-kombili-daire-19518709,2026-06-25 23:47:23
EJ-beb36dcf9e,E5 Metroya 10 Dakika Yürüme 3 + 1 Çok Kullanışlı Ulaşım Rahat,36.000 ₺,"İstanbul, Kartal",3+1,125 m²,24.06.2026,https://www.emlakjet.com/ilan/e5-metroya-10-dakika-yurume-3-1-cok-kullanisli-ulasim-rahat-19518705,2026-06-25 23:47:26
EJ-0044b87607,Ordu Caddesinde 2+1 100 M2 Hasarsız - Bakımlı Kiralık Daire,20.000 ₺,"Adana, Seyhan",2+1,100 m²,24.06.2026,https://www.emlakjet.com/ilan/ordu-caddesinde-21-100-m2-hasarsiz-bakimli-kiralik-daire-19518686,2026-06-25 23:47:26
EJ-9becbe2ea9,Ertuğrul Masal Park Yanı Full Eşyalı Kiralık 1+1 Daire,25.000 ₺,"İzmir, Torbalı",1+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/ertugrul-masal-park-yani-full-esyali-kiralik-11-daire-19518668,2026-06-25 23:47:26
EJ-4afb91d5da,İncilipınar Mevkinde 2+1 Kiralık Daire,14.000 ₺,"Denizli, Pamukkale",2+1,60 m²,24.06.2026,https://www.emlakjet.com/ilan/incilipinar-mevkinde-21-kiralik-daire-19518657,2026-06-25 23:47:26
EJ-614289deb3,Bağbaşı Pazar Pazarında 2+1 Sıfır Arakat Kiralik Daire!!!,21.000 ₺,"Denizli, Pamukkale",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/bagbasi-pazar-pazarinda-21-sifir-arakat-kiralik-daire-19518656,2026-06-25 23:47:26
EJ-14abeaf282,Kırmızı Gayrimenkulden Kiralık 3+1 Temiz Daire,30.000 ₺,"Şanlıurfa, Haliliye",3+1,170 m²,24.06.2026,https://www.emlakjet.com/ilan/kirmizi-gayrimenkulden-kiralik-31-temiz-daire-19518652,2026-06-25 23:47:26
EJ-894ba3b3e8,Ünalan Kiralik 2+1 Daire Metro Metrobus,37.500 ₺,"İstanbul, Üsküdar",2+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/unalan-kiralik-21-daire-metro-metrobus-19518636,2026-06-25 23:47:26
EJ-a712a7d024,Humax...erikliman Mahallesi 2+1 105m2 Kiralık Daire,26.000 ₺,"Giresun, Merkez",2+1,105 m²,24.06.2026,https://www.emlakjet.com/ilan/humax-erikliman-mahallesi-21-105m2-kiralik-daire-19518632,2026-06-25 23:47:26
EJ-eec563c0f1,Denızyoluna Sıfır Cambalkonlu Kıralık 1+1,15.000 ₺,"Antalya, Gazipaşa",1+1,70 m²,24.06.2026,https://www.emlakjet.com/ilan/denizyoluna-sifir-cambalkonlu-kiralik-11-19518630,2026-06-25 23:47:26
EJ-e7578b5c5d,Rami Yenimahalle Çarşı İçinde 2+1 3.kat Çift Cephe,30.000 ₺,"İstanbul, Eyüpsultan",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/rami-yenimahalle-carsi-icinde-21-3-kat-cift-cephe-19518617,2026-06-25 23:47:26
EJ-eda3ea7327,Sahibinden!!!mezitli'de Anayola Sıfır Lüks Kiralık 1+1,16.500 ₺,"Mersin, Mezitli",1+1,62 m²,24.06.2026,https://www.emlakjet.com/ilan/sahibinden-mezitli-de-anayola-sifir-luks-kiralik-11-19518613,2026-06-25 23:47:26
EJ-eb55c80a49,Merkezi Konumda 2+1 Esyalı Ara Kat,18.000 ₺,"Tekirdağ, Kapaklı",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/merkezi-konumda-21-esyali-ara-kat-19518604,2026-06-25 23:47:26
EJ-c3aeaa307f,W Property Mezitli Gmk Bulvarı Üzerinde 3+1 Eşyalı Kiralık Daire,240.000 ₺,"Mersin, Mezitli",3+1,160 m²,24.06.2026,https://www.emlakjet.com/ilan/w-property-mezitli-gmk-bulvari-uzerinde-31-esyali-kiralik-daire-19518599,2026-06-25 23:47:26
EJ-c48cdb1276,Evalmak'tan Mehmet Akif Mah.de Kiralık 1+1 Y. Giriş Daire,24.500 ₺,"İstanbul, Küçükçekmece",1+1,65 m²,24.06.2026,https://www.emlakjet.com/ilan/evalmak-tan-mehmet-akif-mah-de-kiralik-11-y-giris-daire-19518597,2026-06-25 23:47:26
EJ-32a6fcf083,Net Emlaktan 3+1 Eşyalı Üniversiteye Yürüme Mesafesinde Daire,24.000 ₺,"Konya, Selçuklu",3+1,130 m²,24.06.2026,https://www.emlakjet.com/ilan/net-emlaktan-31-esyali-universiteye-yurume-mesafesinde-daire-19518591,2026-06-25 23:47:26
EJ-a6677f241d,"Demetevler Vatan Caddesinde Hazır, Ferah 3+1",28.000 ₺,"Ankara, Yenimahalle",3+1,110 m²,24.06.2026,https://www.emlakjet.com/ilan/demetevler-vatan-caddesinde-hazir-ferah-31-19518572,2026-06-25 23:47:26
EJ-0d50a45fdf,1+1 Kiralık Daire,16.000 ₺,"Antalya, Manavgat",1+1,45 m²,24.06.2026,https://www.emlakjet.com/ilan/11-kiralik-daire-19518558,2026-06-25 23:47:26
EJ-b80061dd03,Kırklareli Merkez Mini Mall Avm Arkası Kiralık Eşyalı 1+1 Daire,20.500 ₺,"Kırklareli, Merkez",1+1,60 m²,24.06.2026,https://www.emlakjet.com/ilan/kirklareli-merkez-mini-mall-avm-arkasi-kiralik-esyali-11-daire-19518554,2026-06-25 23:47:26
EJ-258f7a80fb,Abdülkadir Yüksel Hastanesi Yanında Kiralık 1+1 Daire,10.000 ₺,"Gaziantep, Şehitkamil",1+1,75 m²,24.06.2026,https://www.emlakjet.com/ilan/abdulkadir-yuksel-hastanesi-yaninda-kiralik-11-daire-19518543,2026-06-25 23:47:26
EJ-549f4458d2,İzmir Bayraklı Ontan'da Eşyalı 1+1 Kiralık Daire,38.000 ₺,"İzmir, Bayraklı",1+1,55 m²,24.06.2026,https://www.emlakjet.com/ilan/izmir-bayrakli-ontan-da-esyali-11-kiralik-daire-19518533,2026-06-25 23:47:26
EJ-a29eb28774,Tekin Emlaktan Şehir Hastanesi Ve Antares Avm Yakını Arakat Cadde Yanı 3+1 Kiralık Daire !!!,23.500 ₺,"Ankara, Keçiören",3+1,125 m²,24.06.2026,https://www.emlakjet.com/ilan/tekin-emlaktan-sehir-hastanesi-ve-antares-avm-yakini-arakat-cadde-yani-31-kiralik-daire-19518532,2026-06-25 23:47:26
EJ-413f71799b,Beylikdüzü Adnankahveci Mah. Sitede Geniş Lüks 3+1 Kiralık Daire,45.000 ₺,"İstanbul, Beylikdüzü",3+1,195 m²,24.06.2026,https://www.emlakjet.com/ilan/beylikduzu-adnankahveci-mah-sitede-genis-luks-31-kiralik-daire-19518530,2026-06-25 23:47:26
EJ-d7b53f9c91,Elvan Mah. A Life Hastanesi Yanı Kiralık Yeni Bina 3+1 Arakat Daire,35.000 ₺,"Ankara, Etimesgut",3+1,125 m²,24.06.2026,https://www.emlakjet.com/ilan/elvan-mah-a-life-hastanesi-yani-kiralik-yeni-bina-31-arakat-daire-19518528,2026-06-25 23:47:26
EJ-785110a2aa,Ayzen Emlak'tan Saray Fatih Mahallesinde Sıfır Kiralık Daire,25.000 ₺,"Ankara, Pursaklar",2+1,85 m²,24.06.2026,https://www.emlakjet.com/ilan/ayzen-emlak-tan-saray-fatih-mahallesinde-sifir-kiralik-daire-19518521,2026-06-25 23:47:26
EJ-f41c8df16b,Net Emlaktan Eşyalı Ara Kat 1+1 Kiralık Daire,19.000 ₺,"Konya, Selçuklu",1+1,80 m²,24.06.2026,https://www.emlakjet.com/ilan/net-emlaktan-esyali-ara-kat-11-kiralik-daire-19518501,2026-06-25 23:47:26
EJ-0aa780524e,Alanya Merkez Su Gözü Mahallesinde Kiralık Daire,25.000 ₺,"Antalya, Alanya",2+1,75 m²,24.06.2026,https://www.emlakjet.com/ilan/alanya-merkez-su-gozu-mahallesinde-kiralik-daire-19518498,2026-06-25 23:47:26
EJ-9cb6f4a5d4,Karşıyaka Mah Kiralık 3+1 Site Dairesi,19.000 ₺,"Ordu, Altınordu",3+1,140 m²,24.06.2026,https://www.emlakjet.com/ilan/karsiyaka-mah-kiralik-31-site-dairesi-19518489,2026-06-25 23:47:26
EJ-916826b911,Özgün Gm'den - Güzelyurt Havuzlu Sitede Kiralık 3+1 Arakat Daire,57.000 ₺,"Manisa, Yunusemre",3+1,190 m²,24.06.2026,https://www.emlakjet.com/ilan/ozgun-gm-den-guzelyurt-havuzlu-sitede-kiralik-31-arakat-daire-19518484,2026-06-25 23:47:26
EJ-1022e194a6,Kiralık Daire Pendik Esenyalı Mahallesi Açıklaması,25.000 ₺,"İstanbul, Pendik",2+1,110 m²,24.06.2026,https://www.emlakjet.com/ilan/kiralik-daire-pendik-esenyali-mahallesi-aciklamasi-19518447,2026-06-25 23:47:26
EJ-c7f0c59504,Dündar Gayrımenkul'den Merkezi Konumda Kiralık Sıfır 3+1 Daire,25.000 ₺,"Sakarya, Hendek",3+1,100 m²,24.06.2026,https://www.emlakjet.com/ilan/dundar-gayrimenkul-den-merkezi-konumda-kiralik-sifir-31-daire-19518422,2026-06-25 23:47:26
